Year	Stratum	Weight
2007	Heide en duin	0.00501840623143742
2007	Landbouw	0.985051740925592
2007	Moeras en water	0.00226354382610147
2007	Urbaan	0.00766630901686922
2008	Heide en duin	0.00429224172144358
2008	Landbouw	0.976480624340646
2008	Suburbaan	0.00995531664482224
2008	Urbaan	0.00927181729308818
2009	Landbouw	0.971495801015207
2009	Suburbaan	0.0101404318512271
2009	Urbaan	0.0183637671335655
2010	Heide en duin	0.004833898016755
2010	Landbouw	0.981120977165533
2010	Moeras en water	0.0024202614099422
2010	Suburbaan	0.00459527520599588
2010	Urbaan	0.00702958820177436
2011	Heide en duin	0.0043353184370352
2011	Landbouw	0.986072828423738
2011	Suburbaan	0.00959185313922647
2012	Heide en duin	0.00842167834276858
2012	Landbouw	0.991578321657231
2013	Heide en duin	0.00668542292184566
2013	Landbouw	0.978021345525501
2013	Suburbaan	0.00675261310196471
2013	Urbaan	0.00854061845068837
2014	Landbouw	0.986534167038857
2014	Suburbaan	0.0134658329611434
