Year	Stratum	Weight
2007	Bos	0.00897737256916455
2007	Heide en duin	0.0269698875475388
2007	Landbouw	0.820753323673375
2007	Moeras en water	0.0648785234552011
2007	Suburbaan	0.0784208927547211
2008	Heide en duin	0.0125406140260445
2008	Landbouw	0.917028299265928
2008	Moeras en water	0.070431086708028
2009	Landbouw	0.945814412079554
2009	Moeras en water	0.0541855879204462
2010	Bos	0.00601810430657619
2010	Heide en duin	0.0239332839370853
2010	Landbouw	0.883211431276795
2010	Moeras en water	0.029957605293565
2010	Suburbaan	0.0568795751859788
2011	Heide en duin	0.0161135123094772
2011	Landbouw	0.884663779424153
2011	Moeras en water	0.0992227082663703
2012	Landbouw	0.974439805194388
2012	Moeras en water	0.0255601948056126
2013	Heide en duin	0.0391752267440617
2013	Landbouw	0.881693440038746
2013	Moeras en water	0.0197779117934007
2013	Suburbaan	0.059353421423792
2014	Heide en duin	0.0220569162241027
2014	Landbouw	0.906763807958481
2014	Moeras en water	0.0711792758174167
