Cycle	Stratum	Weight
0	Bos	0.0065431752937116
0	Heide en duin	0.00882549781207224
0	Landbouw	0.868366468618804
0	Moeras en water	0.0159539935971255
0	Suburbaan	0.043255772125138
0	Urbaan	0.0570550925531485
1	Bos	0.00694939380145728
1	Heide en duin	0.00846063572379866
1	Landbouw	0.877484866251094
1	Moeras en water	0.0136275035247835
1	Suburbaan	0.0447413155870374
1	Urbaan	0.0487362851118292
2	Bos	0.00774209682524395
2	Heide en duin	0.0111387890272312
2	Landbouw	0.855791974850392
2	Moeras en water	0.0122297958713903
2	Suburbaan	0.0462530284732094
2	Urbaan	0.0668443149525332
