Year	Stratum	Weight
2007	Bos	0.0485538973489182
2007	Heide en duin	0.0297134381890763
2007	Landbouw	0.801490451181206
2007	Moeras en water	0.0182757233517507
2007	Suburbaan	0.0235631920852366
2007	Urbaan	0.0784032978438122
2008	Bos	0.0563037864204781
2008	Heide en duin	0.0227284191691135
2008	Landbouw	0.803847112189962
2008	Moeras en water	0.0210244153734174
2008	Suburbaan	0.0325597089663751
2008	Urbaan	0.0635365578806536
2009	Bos	0.053226827524078
2009	Heide en duin	0.0343110030298889
2009	Landbouw	0.806018016458697
2009	Moeras en water	0.0186482706232271
2009	Suburbaan	0.0330055592678041
2009	Urbaan	0.054790323096305
2010	Bos	0.05740843836273
2010	Heide en duin	0.0353331520201873
2010	Landbouw	0.789863381869477
2010	Moeras en water	0.0204124475247524
2010	Suburbaan	0.0258376536294418
2010	Urbaan	0.0711449265934118
2011	Bos	0.0521509669771035
2011	Heide en duin	0.0248948544010641
2011	Landbouw	0.805422086433259
2011	Moeras en water	0.0218994098877032
2011	Suburbaan	0.0344247762311914
2011	Urbaan	0.0612079060696788
2012	Bos	0.061981288199936
2012	Heide en duin	0.0227443782994418
2012	Landbouw	0.798686804682561
2012	Moeras en water	0.0147882906363484
2012	Suburbaan	0.0400554261817768
2012	Urbaan	0.0617438119999362
2013	Bos	0.0558693052370015
2013	Heide en duin	0.0280837377875313
2013	Landbouw	0.786568433660056
2013	Moeras en water	0.0264661395797358
2013	Suburbaan	0.0264749206479441
2013	Urbaan	0.0765374630877311
2014	Bos	0.0476012058333507
2014	Heide en duin	0.0290349117573541
2014	Landbouw	0.809963529199837
2014	Moeras en water	0.018739555170026
2014	Suburbaan	0.0325852443507995
2014	Urbaan	0.0620755536886329
