Year	Stratum	Weight
2007	Heide en duin	0.0117686982955029
2007	Landbouw	0.966998294140335
2007	Moeras en water	0.0212330075641616
2008	Landbouw	0.982471313451489
2008	Suburbaan	0.0175286865485115
2009	Landbouw	1
2010	Heide en duin	0.00966325605377167
2010	Landbouw	0.980660244508189
2010	Moeras en water	0.00967649943803906
2011	Landbouw	0.96509061667609
2011	Moeras en water	0.0154633249919768
2011	Suburbaan	0.0194460583319333
2012	Landbouw	1
2013	Heide en duin	0.0186863704701429
2013	Landbouw	0.981313629529857
2014	Landbouw	0.965088796984166
2014	Moeras en water	0.0151515358389735
2014	Suburbaan	0.0197596671768608
