Year	Stratum	Weight
2007	Bos	0.037596060233985
2007	Heide en duin	0.0236399349440941
2007	Landbouw	0.839318085142873
2007	Moeras en water	0.0150068383107115
2007	Suburbaan	0.0229127738570366
2007	Urbaan	0.0615263075112996
2008	Bos	0.0475352041335838
2008	Heide en duin	0.0240382114243012
2008	Landbouw	0.832188706167646
2008	Moeras en water	0.0164353112802698
2008	Suburbaan	0.0278768091168473
2008	Urbaan	0.0519257578773514
2009	Bos	0.037463401655093
2009	Heide en duin	0.0234969134772789
2009	Landbouw	0.849197674727523
2009	Moeras en water	0.0141897079537477
2009	Suburbaan	0.0244864939443765
2009	Urbaan	0.0511658082419808
2010	Bos	0.0433024954248536
2010	Heide en duin	0.0281157332267186
2010	Landbouw	0.834908835841187
2010	Moeras en water	0.0158367743574893
2010	Suburbaan	0.0267278149740252
2010	Urbaan	0.0511083461757262
2011	Bos	0.0438188796078669
2011	Heide en duin	0.0242099978954009
2011	Landbouw	0.835482618892796
2011	Moeras en water	0.0181024142554849
2011	Suburbaan	0.0281213116257383
2011	Urbaan	0.0502647777227127
2012	Bos	0.0448349972981558
2012	Heide en duin	0.0168743092570259
2012	Landbouw	0.847004651983719
2012	Moeras en water	0.0120687584828516
2012	Suburbaan	0.026745812786049
2012	Urbaan	0.052471470192199
2013	Bos	0.0409443262350045
2013	Heide en duin	0.0276705778395916
2013	Landbouw	0.830353567494371
2013	Moeras en water	0.0177796208697946
2013	Suburbaan	0.0254078855448055
2013	Urbaan	0.0578440220164328
2014	Bos	0.0430688255547824
2014	Heide en duin	0.0258598594818155
2014	Landbouw	0.83529560072916
2014	Moeras en water	0.0166903301617873
2014	Suburbaan	0.0264307070619058
2014	Urbaan	0.052654677010549
