ObservationID	SubLocationID	Count
146054	6138	0
146054	6139	0
146054	6140	0
146054	6141	1
146054	6142	0
146054	6143	2
146055	5022	1
146055	5023	0
146055	5024	0
146055	5025	0
146055	5026	0
146055	5027	1
146063	5796	0
146063	5797	0
146063	5798	0
146063	5799	0
146063	5800	0
146063	5801	0
146066	4950	0
146066	4951	0
146066	4952	0
146066	4953	1
146066	4954	0
146066	4955	0
146067	4950	0
146067	4951	1
146067	4952	0
146067	4953	2
146067	4954	0
146067	4955	0
146068	4950	0
146068	4951	0
146068	4952	0
146068	4953	0
146068	4954	0
146068	4955	0
146069	3093	0
146069	3094	0
146069	3095	0
146069	3096	0
146069	3097	0
146069	3098	0
146070	3093	0
146070	3094	1
146070	3095	0
146070	3096	0
146070	3097	0
146070	3098	0
146071	3093	0
146071	3094	0
146071	3095	1
146071	3096	0
146071	3097	0
146071	3098	0
146072	3459	0
146072	3460	1
146072	3461	0
146072	3462	0
146072	3463	0
146072	3464	0
146073	6048	0
146073	6049	1
146073	6050	0
146073	6051	1
146073	6052	0
146073	6053	0
146074	3459	0
146074	3460	0
146074	3461	0
146074	3462	0
146074	3463	0
146074	3464	0
146075	3459	0
146075	3460	0
146075	3461	1
146075	3462	0
146075	3463	0
146075	3464	1
146083	5796	0
146083	5797	0
146083	5798	1
146083	5799	0
146083	5800	0
146083	5801	0
146091	6012	0
146091	6013	0
146091	6014	0
146091	6015	0
146091	6016	0
146091	6017	0
146094	6012	0
146094	6013	0
146094	6014	0
146094	6015	0
146094	6016	0
146094	6017	0
146096	6012	0
146096	6013	0
146096	6014	1
146096	6015	2
146096	6016	0
146096	6017	0
146108	4629	3
146108	4630	0
146108	4631	0
146108	4632	0
146108	4633	0
146108	4634	0
146110	4629	0
146110	4630	0
146110	4631	0
146110	4632	0
146110	4633	0
146110	4634	0
146112	4629	0
146112	4630	0
146112	4631	0
146112	4632	0
146112	4633	0
146112	4634	0
146115	7389	0
146115	7390	0
146115	7391	0
146115	7392	0
146115	7393	0
146115	7394	0
146116	4647	0
146116	4648	0
146116	4649	1
146116	4650	0
146116	4651	0
146116	4652	0
146117	7389	0
146117	7390	0
146117	7391	1
146117	7392	0
146117	7393	0
146117	7394	0
146118	4647	1
146118	4648	0
146118	4649	0
146118	4650	0
146118	4651	0
146118	4652	0
146119	7389	0
146119	7390	0
146119	7391	0
146119	7392	0
146119	7393	0
146119	7394	0
146120	4647	0
146120	4648	0
146120	4649	0
146120	4650	0
146120	4651	0
146120	4652	0
146127	3837	0
146127	3838	1
146127	3839	0
146127	3840	0
146127	3841	0
146127	3842	0
146128	3837	0
146128	3838	0
146128	3839	0
146128	3840	0
146128	3841	0
146128	3842	0
146130	6150	0
146130	6151	0
146130	6152	0
146130	6153	0
146130	6154	0
