Year	Stratum	Weight
2007	Bos	0.031091170048362
2007	Heide en duin	0.0237217314896687
2007	Landbouw	0.852749987509829
2007	Moeras en water	0.0173869275662559
2007	Suburbaan	0.0206928489170957
2007	Urbaan	0.0543573344687887
2008	Bos	0.0304643626598303
2008	Heide en duin	0.0190366798829677
2008	Landbouw	0.850697827543097
2008	Moeras en water	0.0192446182271006
2008	Suburbaan	0.0353225542083072
2008	Urbaan	0.0452339574786978
2009	Bos	0.0324915014629949
2009	Heide en duin	0.0443533260243885
2009	Landbouw	0.841556880032388
2009	Moeras en water	0.0187493783202806
2009	Suburbaan	0.0177774159107085
2009	Urbaan	0.045071498249239
2010	Bos	0.0313717152721807
2010	Heide en duin	0.0255194129798042
2010	Landbouw	0.863265743734913
2010	Moeras en water	0.0156165698636881
2010	Suburbaan	0.018868624987728
2010	Urbaan	0.0453579331616864
2011	Bos	0.0256048665861346
2011	Heide en duin	0.0212200918317541
2011	Landbouw	0.865447233274108
2011	Moeras en water	0.0224001706404881
2011	Suburbaan	0.032864483932395
2011	Urbaan	0.0324631537351202
2012	Bos	0.0444732917133828
2012	Heide en duin	0.0261115546404962
2012	Landbouw	0.849506694637168
2012	Moeras en water	0.0148554116172532
2012	Suburbaan	0.0215556586312755
2012	Urbaan	0.0434973887604245
2013	Bos	0.0338347446177246
2013	Heide en duin	0.0228658527497528
2013	Landbouw	0.857713494213317
2013	Moeras en water	0.0209890909662722
2013	Suburbaan	0.0167968438655105
2013	Urbaan	0.0477999735874228
2014	Bos	0.0285305344189701
2014	Heide en duin	0.0228408243940376
2014	Landbouw	0.881501205303697
2014	Moeras en water	0.0210597156002096
2014	Suburbaan	0.0274647385929741
2014	Urbaan	0.0186029816901122
