Cycle	Stratum	Weight
0	Bos	0.0111810558901796
0	Heide en duin	0.0301622315973328
0	Landbouw	0.467888502903456
0	Moeras en water	0.0454372905288722
0	Suburbaan	0.0739159787097335
0	Urbaan	0.371414940370426
1	Bos	0.0121345483325513
1	Heide en duin	0.029546747830873
1	Landbouw	0.496547291361064
1	Moeras en water	0.0436248986572768
1	Suburbaan	0.0753829757333284
1	Urbaan	0.342763538084906
2	Bos	0.0135882292576332
2	Heide en duin	0.0293246950479058
2	Landbouw	0.512048454067312
2	Moeras en water	0.0321969500948351
2	Suburbaan	0.0608843542912551
2	Urbaan	0.351957317241059
