Year	Stratum	Weight
2007	Heide en duin	0.525735629042543
2007	Moeras en water	0.474264370957456
2008	Landbouw	0.878544319563911
2008	Moeras en water	0.121455680436089
2009	Landbouw	0.882085950948226
2009	Moeras en water	0.117914049051774
2010	Heide en duin	0.666362252663623
2010	Moeras en water	0.333637747336378
2011	Landbouw	0.899152280768409
2011	Moeras en water	0.100847719231591
2012	Landbouw	1
2013	Heide en duin	1
2014	Heide en duin	0.0712423489555796
2014	Landbouw	0.836795950602388
2014	Moeras en water	0.0919617004420327
