Cycle	Stratum	Weight
0	Bos	0.112423266211448
0	Heide en duin	0.0561620679640847
0	Landbouw	0.597399963174035
0	Moeras en water	0.0553773102629169
0	Suburbaan	0.0619341905435387
0	Urbaan	0.116703201843977
1	Bos	0.123517192142877
1	Heide en duin	0.0518543848722253
1	Landbouw	0.5975573816798
1	Moeras en water	0.0501129585783273
1	Suburbaan	0.0649456627414745
1	Urbaan	0.112012419985296
2	Bos	0.108180343178726
2	Heide en duin	0.058365875231901
2	Landbouw	0.61148781531656
2	Moeras en water	0.0640826160003695
2	Suburbaan	0.0605900354689625
2	Urbaan	0.0972933148034807
