ObservationID	SubLocationName	Count
146047	1_1	0
146047	1_2	0
146047	2_1	0
146047	2_2	0
146047	3_1	0
146047	3_2	0
146048	1_1	0
146048	1_2	0
146048	2_1	0
146048	2_2	0
146048	3_1	0
146048	3_2	0
146055	1_1	0
146055	1_2	0
146055	2_1	0
146055	2_2	0
146055	3_1	0
146055	3_2	0
146062	1_1	1
146062	1_2	0
146062	2_1	0
146062	2_2	0
146062	3_1	0
146062	3_2	0
146064	1_1	1
146064	1_2	0
146064	2_1	0
146064	2_2	0
146064	3_1	0
146064	3_2	0
146065	1_1	0
146065	1_2	0
146065	2_1	0
146065	2_2	0
146065	3_1	0
146065	3_2	0
146073	1_1	0
146073	1_2	0
146073	2_1	0
146073	2_2	0
146073	3_1	2
146073	3_2	0
146076	1_2	0
146076	2_2	0
146076	3_1	0
146076	3_2	1
146077	1_2	0
146077	2_2	0
146077	3_1	0
146077	3_2	0
146078	1_2	0
146078	2_2	0
146078	3_1	0
146078	3_2	0
146151	1_1	0
146151	1_2	0
146151	2_1	0
146151	2_2	0
146151	3_1	0
146151	3_2	0
146157	1_1	0
146157	1_2	0
146157	2_1	0
146157	2_2	0
146157	3_1	0
146157	3_2	0
146184	1_1	0
146184	1_2	0
146184	2_1	0
146184	2_2	0
146184	3_1	0
146184	3_2	0
146185	1_1	0
146185	1_2	0
146185	2_1	0
146185	2_2	0
146185	3_1	0
146185	3_2	0
146186	1_1	0
146186	1_2	0
146186	2_1	0
146186	2_2	0
146186	3_1	0
146186	3_2	0
146205	1_1	0
146205	1_2	0
146205	2_1	0
146205	2_2	0
146205	3_1	0
146205	3_2	0
146214	1_1	0
146214	1_2	0
146214	2_1	0
146214	2_2	0
146214	3_1	0
146214	3_2	0
146216	1_1	0
146216	1_2	0
146216	2_1	0
146216	2_2	0
146216	3_1	0
146216	3_2	2
146221	1_1	0
146221	1_2	0
146221	2_1	0
146221	2_2	0
146221	3_1	0
146221	3_2	0
146255	1_1	2
146255	1_2	0
146255	2_1	0
146255	2_2	0
146255	3_1	0
146255	3_2	0
146258	1_1	0
146258	1_2	0
146258	2_1	0
146258	2_2	0
146258	3_1	0
146258	3_2	0
146266	1_1	0
146266	1_2	12
146266	2_1	0
146266	2_2	0
146266	3_1	0
146266	3_2	0
146267	1_1	0
146267	1_2	0
146267	2_1	0
146267	2_2	0
146267	3_1	0
146267	3_2	0
146268	1_1	0
146268	1_2	0
146268	2_1	0
146268	2_2	0
146268	3_1	0
146268	3_2	0
146273	1_1	0
146273	1_2	0
146273	2_1	0
146273	2_2	0
146273	3_1	0
146273	3_2	0
146281	1_1	0
146281	1_2	0
146281	2_1	0
146281	2_2	0
146281	3_1	0
