Year	Stratum	Weight
2007	Bos	0.00957901216834153
2007	Heide en duin	0.0106582731774641
2007	Landbouw	0.875758025424766
2007	Moeras en water	0.00865331366239651
2007	Suburbaan	0.0204542438516258
2007	Urbaan	0.074897131715406
2008	Bos	0.0114388486630104
2008	Heide en duin	0.00407433073573886
2008	Landbouw	0.871733114860586
2008	Moeras en water	0.0122039549570187
2008	Suburbaan	0.0330746479993898
2008	Urbaan	0.0674751027842563
2009	Bos	0.0153787006519447
2009	Heide en duin	0.0108146143427583
2009	Landbouw	0.864753432957889
2009	Moeras en water	0.00979636448662976
2009	Suburbaan	0.0286086531608502
2009	Urbaan	0.0706482343999285
2010	Bos	0.00851678203339905
2010	Heide en duin	0.0137597799659651
2010	Landbouw	0.888611493184377
2010	Moeras en water	0.00741926639483318
2010	Suburbaan	0.0201239011212368
2010	Urbaan	0.0615687773001888
2011	Bos	0.00922293146246958
2011	Heide en duin	0.00611482045987488
2011	Landbouw	0.875258969545199
2011	Moeras en water	0.0121028889881066
2011	Suburbaan	0.0338224634912678
2011	Urbaan	0.0634779260530822
2012	Bos	0.0194734706031796
2012	Heide en duin	0.00952786440477657
2012	Landbouw	0.85612729346337
2012	Moeras en water	0.00619497381315595
2012	Suburbaan	0.0346080246793909
2012	Urbaan	0.0740683730361274
2013	Bos	0.00690360355666618
2013	Heide en duin	0.0137420862020398
2013	Landbouw	0.870579802640648
2013	Moeras en water	0.0107921285944774
2013	Suburbaan	0.0277603952423115
2013	Urbaan	0.0702219837638571
2014	Bos	0.0086406025344052
2014	Heide en duin	0.00711508925936538
2014	Landbouw	0.877507811867628
2014	Moeras en water	0.00918436459044966
2014	Suburbaan	0.029944157058887
2014	Urbaan	0.0676079746892645
