Year	Stratum	Weight
2007	Bos	0.0187329751536359
2007	Heide en duin	0.043771575035195
2007	Landbouw	0.799239499146519
2007	Moeras en water	0.0564088471008305
2007	Suburbaan	0.043637315162673
2007	Urbaan	0.0382097884011465
2008	Bos	0.00460738393919702
2008	Heide en duin	0.0328214954980962
2008	Landbouw	0.888911527436499
2008	Moeras en water	0.0491555642706214
2008	Suburbaan	0.012687557444546
2008	Urbaan	0.0118164714110399
2009	Bos	0.0280914732020242
2009	Landbouw	0.883505169796192
2009	Moeras en water	0.0492099021155736
2009	Suburbaan	0.0391934548862097
2010	Bos	0.015055823327253
2010	Heide en duin	0.0349272092684834
2010	Landbouw	0.828592023699
2010	Moeras en water	0.0449679556515461
2010	Suburbaan	0.0474329230215965
2010	Urbaan	0.0290240650321203
2011	Bos	0.00834779477811962
2011	Heide en duin	0.0373585718331141
2011	Landbouw	0.879025575829471
2011	Moeras en water	0.0547724082663979
2011	Suburbaan	0.00688795874549279
2011	Urbaan	0.013607690547405
2012	Bos	0.0297739006312436
2012	Heide en duin	0.0327770951076018
2012	Landbouw	0.880171559647289
2012	Moeras en water	0.0284153562276585
2012	Suburbaan	0.0288620883862068
2013	Bos	0.0118535067017188
2013	Heide en duin	0.0393253343596636
2013	Landbouw	0.835901165719232
2013	Moeras en water	0.039707389534347
2013	Suburbaan	0.0397205638507154
2013	Urbaan	0.0334920398343235
2014	Bos	0.00642410552926559
2014	Heide en duin	0.0352661241468649
2014	Landbouw	0.880233729142168
2014	Moeras en water	0.0455225409056579
2014	Suburbaan	0.00742094949070336
2014	Urbaan	0.02513255078534
