LocationID	LocationName	SPA	Area	XBelgiumLambert72	YBelgiumLambert72
RHOE_18.02	Jambes (Vas-T'y-Frotte)	0	25.51090242	184956.2767	126150.9038
RHOE_18.03	Meuse de Petit-Andenne à l'Aval de l'écluse de Grands Malades	0	271.2109286	194822.7121	130280.9314
RHOE_18.04	Meuse de l'écluse des Grands Malades à l'aval de Vas-T'y-Frotte	0	54.40250803	186124.6229	128010.2191
RHOE_18.05	Meuse de l'amont de Vas-T'y-Frotte à Ile de Dave	0	91.39471734	186107.7227	123247.5163
RHOE_18.06	Meuse de l'amont de l'Ile de Dave à l'aval des Iles de Godinne	1	70.6063557	186082.3126	118938.9221
RHOE_18.07	Meuse du pont en amont de Godinne à l'Ile de Houx	0	106.5094587	186367.4028	112147.5159
RHOE_18.08	Meuse de l'amont de l'Ile de Houx au confluent de la Lesse	0	102.1655016	188279.7463	106055.1245
RHOE_18.09	Meuse du confluent Lesse à l'écluse de Waulsort	1	99.1220913	186589.9617	101303.229
RHOE_18.10	Meuse de l'écluse de Waulsort à la frontière	1	145.353002	182904.6205	98013.30007
RHOE_18.11	Seilles	0	9.469690754	199611.6373	132132.7798
RHOE_18.12	Sclaigneau (Etang Chant d'Oiseaux)	1	2.229885929	197732.0404	133194.2626
RHOE_19.00	Meuse de Liège à Wanze	0	478	210075	135513
RHOE_19.08	Wanze (Ile du Bosquet)	1	6.604648832	209242.9176	135367.8016
RHOE_19.09	Meuse de Wanze à Gives (ponts)	0	66.55054588	207546.7679	134427.6634
RHOE_19.10	Gives (Ile des Béguines)	1	13.69276521	205054.4347	133167.1876
RHOE_19.11	Meuse de Gives à Andenne (ponts)	0	53.08464172	203373.421	132434.3111
RHOE_19.12	Wanze (Décanteurs)	0	14.7067396	209485.4272	135945.1527
RHOE_19.13	Amay (Gravière)	0	46.59849376	217417.8648	137166.3189
RHOE_19.14	Stockay (Décanteurs)	0	20.03885851	219755.9227	140440.8595
RHOE_19.15	Val-St-Lambert (Etang privé)	0	0.246872725	229037.0564	142786.8802
RHOE_20.01	Liège centre (Pont de Fragnée - Pont Atlas + dérivation)	0	81.27182656	235868.1574	148117.6717
RHOE_20.02	Herstal (Ile Monsin + barrage - Pont Chertal)	0	240.9751476	239445.2975	150414.7506
RHOE_20.03	Chertal (Gravières + Meuse)	0	159.208339	241663.5394	154143.8253
RHOE_20.04	Hermalle-sous-Argenteau (Ile de Franche-Garenne)	0	7.783642212	242388.0215	155664.41
RHOE_20.05	Hermalle-sour-Argenteau (Gravières)	0	12.20780801	242103.8019	156189.3654
RHOE_20.06	Hermalle-sous-Argenteau (Friche)	0	18.96121584	241683.7234	156384.9538
RHOE_20.07	Meuse du Pont de Hermalle-sous-Argenteau à Visé	0	45.17664082	243234.0761	157736.6944
RHOE_20.08	Visé (Ile Robinson + canal de jonction + Meuse)	0	24.12994598	243159.4434	159713.0996
RHOE_20.09	Lixhe (Barrage amont)	0	15.33094765	243041.6699	160574.8991
RHOE_20.10	Meuse de Lixhe à Oost-Maarland	0	107.9115145	243374.2698	164205.5794
RHOE_20.11	Petit-Lanaye (nouvelle frayère)	1	4.339508461	243443.3946	165227.0782
RHOE_20.12	Petit-Lanaye (ancienne frayère)	0	4.216877895	243275.2994	165922.79
RHOE_20.13	Eijsden (Bras-mort)	1	6.5380828	243921.9198	164502.7706
RHOE_20.14	Canal Albert (Pont de Wandre - Visé)	0	247.5486913	242177.5605	160170.6372
RHOE_20.15	Vivegnis (Etang)	0	2.738901765	240931.2152	155503.6739
RHOE_20.16	Haccourt (Carrière d'Halembaye)	0	6.515941732	240757.4058	160497.1747
RHOE_20.17	Liège (Etang Parc d'Avroy)	0	5.65880661	234870.7568	147625.8635
RHOE_20.18	Liège (Parc de la Boverie)	0	10.16546967	235477.4567	147028.9659
RHOE_21.01	Oost-Maarland	0	134.6898713	243891.4207	167094.5673
RHOE_22.01	Barrages de l'Eau d'Heure	0	578.7600104	150758.0943	97625.25896
RHOE_23.01	Virelles	1	97.25555331	148353.0247	84589.38055
RHOE_23.02	Chimay (Etang de la Forge de Rance	16	NA	NA	NA
RHOE_23.03	Forges (Camping longue taille)	0	11.78652402	146473.2488	75660.19234
RHOE_23.04	Lompret (Etang de la Fagne)	1	2.853588079	151339.5315	84889.68679
RHOE_23.05	Monceau-Imbrechies (Le Fourneau et Etang à Trois Queues)	0	8.870059167	138525.2649	80949.03639
RHOE_23.06	Rance (Etang du Moulin)	1	6.509164205	142257.8606	91894.29664
RHOE_23.07	Sivry (Etang du Mont Rosé)	1	13.52295175	135981.1755	95785.31135
RHOE_23.08	Seloignes (Etang de la Fourchinée)	1	7.233223151	143295.8547	78219.07762
RHOE_23.09	Forges (étangs)	0	7.508253391	146543.6168	78112.20243
RHOE_23.13	Rance (Etangs du ruisseau de l'Hernoy)	1	4.363880817	142984.9884	90919.15939
RHOE_23.97	Rance (Étang du ruisseau d'Ostène)	1	30	142994	90950
RHOE_23.99	Robechies (Étang du Merdeu)	0	NA	NA	NA
RHOE_24.01	Aublain (Eau Blanche)	1	14.03062803	154623.603	84526.6283
RHOE_24.02	Frasnes-lez-Couvin (Décanteurs)	0	9.603363248	158904.9098	85830.97497
RHOE_24.03	Petigny (Barrage du Ry de Rome)	0	31.26432711	162380.025	78710.92916
RHOE_24.04	Roly (Etangs)	1	63.0691176	160287.1497	90208.53783
RHOE_24.05	Brûly (Forge du Prince)	0	24.78360722	160761.8063	74273.39704
RHOE_24.07	Couvin (Parc Saint Roch)	0	15	159213	82135
RHOE_24.08	Pesche (Fond de l'eau) / Commune de Couvin	1	9	156070	79221
RHOE_24.09	Vallée du Viroin de Najauge à Olloy / Commune de Viroinval	0	20	162902	84703
RHOE_24.10	Zone Saint-Aubin	NA	NA	NA	NA
RHOE_25.01	Buissonville (Etang du Moulin)	1	2.666623326	208959.3452	101318.1843
RHOE_25.02	Buissonville (Grand étang)	1	1.40006516	208350.5459	101428.0809
RHOE_25.03	Ciergnon (Etangs de Fenffe)	0	10.75858753	201098.2582	96839.04872
RHOE_25.04	Frandeux (Etangs)	1	6.261812373	207144.2008	98664.09225
RHOE_25.05	Humain (Etangs)	0	3.885332656	213637.4346	100009.019
RHOE_25.06	Jemelle (Décanteurs)	0	9.396403364	213912.8085	95702.19748
RHOE_25.07	Lesse et Lomme entre Han	94387	NA	186.4596409	202514.1881
RHOE_25.08	Serinchamps (Etangs)	0	12.23105098	211957.6284	102789.6008
RHOE_25.09	Havrenne	1	0.958454869	211364.5256	98143.47121
RHOE_25.11	Lesse entre Anseremme et Walzin	0	29.6114609	188691.5421	101745.2502
RHOE_25.12	Buissonville (Etang du Moulin et autres)	1	7	208967	101163
RHOE_26.01	Barrage de Nisramont	1	54.42827085	243425.709	92117.72367
RHOE_26.02	Ourthe occidentale de Freux à Wyompont	0	119.853743	231415.9212	78883.37553
RHOE_26.04	Ourthe orientale de Wattermal à Houffalize	0	112.8694137	257772.4703	94863.26086
RHOE_26.05	Ourthe orientale de Houffalize au Barrage de Nisramont (Exclu)	1	67.83656016	247857.5054	92267.86469
RHOE_26.06	Ourthe de Nisramont à La Roche-en-Ardenne	0	87.28013202	240359.1064	95554.28529
RHOE_26.07	Ourthe de La Roche-en-Ardenne à Hotton	0	82.9827758	231920.287	102148.7403
RHOE_26.08	Ourthe de Hotton à Grandhan	0	93.77804911	224173.5547	110550.4573
RHOE_26.09	Ourthe de Grandhan à Bomal	0	86.54470008	228196.4569	116534.0083
RHOE_26.10	Ourthe de Bomal à Hamoir	0	46.55773861	232323.1671	122213.631
RHOE_26.11	Ourthe de Hamoir à Comblain-au-Pont	0	55.7789277	234540.4599	127495.1734
RHOE_26.12	Ourthe de Comblain-au-Pont à Angleur	0	202.8673917	236020.2291	139146.1644
RHOE_26.14	Wibrin (divers) / commune de Houffalize	1	12	243905	95591
RHOE_27.01	Bevercé (Etang)	0	7.406153884	268177.8283	126483.7564
RHOE_27.02	Bütgenbach (Lac)	0	116.0488142	281945.3901	125839.0743
RHOE_27.03	Coo (Bassin inférieur)	0	69.17638556	256424.5926	120940.6455
RHOE_27.04	La Calamine (Etang du Casino)	0	4.196627884	266122.969	156890.0967
RHOE_27.05	Malmédy (Pont de Warche)	0	6.718250427	265768.1725	123805.5394
RHOE_27.06	Membach (Lac de la Gileppe)	0	141.2634229	264858.4761	142775.6887
RHOE_27.07	Robertville (Lac)	0	68.96495675	274558.8324	127762.1379
RHOE_27.08	Saint-Vith (Etang Breitfeld)	0	4.11859212	276879.0908	107117.795
RHOE_27.09	Spa (Lac de Warfaaz)	0	6.30038354	257986.2263	133650.1438
RHOE_27.10	Stavelot (Etang)	0	2.559229054	260827.4478	121071.2535
RHOE_27.11	Thommen (Etang)	1	5.182036714	270596.5082	102463.5089
RHOE_27.12	Henri-Chapelle (Etang Moonen)	0	0.737477842	260826.7845	152270.0071
RHOE_27.13	Malmédy (Station d'épuration)	0	2.747660308	269329.718	126275.2333
RHOE_27.14	Eupen (Lac)	0	135.1500084	272695.0692	146824.7439
RHOE_27.15	Neu-Moresnet (Etang Bruch)	0	2.296571835	267189.679	158081.6087
RHOE_27.16	Montzen (Etang du château de Graaf)	0	2.726332354	261413.4947	155576.1215
RHOE_27.17	Harzé	0	NA	NA	NA
RHOE_27.18	Amblève de Coo à Warche	0	60.25793903	260261.0999	120502.7654
RHOE_27.19	Hergenrath (Etang d'Echterbusch)	0	3.961887192	268088.5358	156169.9601
RHOE_27.20	Amblève de Comblain-au-Pont à Aywaille	0	55.85660693	239468.0252	130712.725
RHOE_27.21	Trois-Ponts (Étangs)	0	54	256448	120424
RHOE_27.22	Vesdre de Chênée à Verviers	0	160.4029158	246081.2777	141544.0741
RHOE_27.24	Amblève de Aywaille à Coo	0	184.9486226	249657.426	125325.412
RHOE_27.25	Amblève de Warche à Ligneuville	0	31.07152647	267639.5668	119791.4516
RHOE_27.27	Ligneuville / Commune de Malmedy	0	1	269672	119680
RHOE_27.28	Jalhay	0	NA	NA	NA
RHOE_27.29	Lierneux (La Falize)	0	NA	NA	NA
RHOE_27.30	Aubel (Etang de Val-Dieu)	0	2.373694004	251534.2035	155360.0486
RHOE_27.31	Pont d'Aywaille au Via Remouchamps (partie site 27.20)	0	NA	NA	NA
RHOE_28.01	Barrage de la Vierre	1	32.73467666	223118.69	48215.04296
RHOE_28.02	Bastogne (Etang de Fazone)	1	9.237966198	246739.8284	84710.69031
RHOE_28.03	Beho (Etangs de la Concession)	1	22.30546718	264110.8929	102490.4943
RHOE_28.04	Longchamps (Rolley)	0	8.551212292	244234.1664	81404.98937
RHOE_28.05	Champs (Etang du Grand Vivier)	1	3.379177887	242823.4601	80605.28891
RHOE_28.06	Chiny (Etang des Epioux)	0	17.32209087	217061.4923	49986.39741
RHOE_28.07	Sommerain (Etang)	0	1.204014677	252950.1558	94752.02486
RHOE_28.08	Freux (Etangs)	0	49.53894391	228084.3444	73240.00731
RHOE_28.09	Herbeumont (Prieuré de Conques)	1	30.53030037	213284.3394	50436.46947
RHOE_28.10	Recogne (Etang l'Oréal)	0	5.967027635	220570.1638	68919.30213
RHOE_28.11	Recogne (Etang de Luchy)	1	13.30079442	218188.7803	64695.59225
RHOE_28.12	Vielsalm (Lac)	0	13.69399888	259978.37	109287.1595
RHOE_28.13	Mellier	0	6.177023818	234512.128	50310.45474
RHOE_28.14	Boeur-Longvilly (Marais)	0	6.052368936	255841.6915	87518.19805
RHOE_28.15	Bizory (Etang)	0	2.190040037	249590.3288	80062.73164
RHOE_28.16	Moinet (Etang Macar)	1	2.15973494	256006.9321	82357.90714
RHOE_28.17	Oubourcy	0	5	252367	81793
RHOE_28.18	Isle-la-Hesse	0	0.958464505	244106.3561	77700.51694
RHOE_28.19	Foy (Bastogne)	1	6.374691838	247481.2637	81297.66173
RHOE_28.20	Tillet	1	8.663489303	234691.8014	79693.00035
RHOE_28.21	Benonchamps	0	5	253373	78102
RHOE_28.22	Buret	0	0.593575469	257794.7726	87981.06628
RHOE_28.23	Mabompré	0	5.569204262	248421.3921	86880.64842
RHOE_28.24	Mirwart (Etangs)	1	15.14880771	213492.7589	82607.75785
RHOE_28.25	Noville	0	5.884058101	250566.1114	83617.97665
RHOE_28.26	Séviscourt	0	38.92013372	226324.918	71435.33515
RHOE_28.27	Marvie (Etang de Saiwé)	1	6.6215272	247849.0939	74704.97788
RHOE_28.28	Rachamps (Neufmoulin)	0	1	251477	87180
RHOE_28.29	Bertrix (Station de lagunage)	0	1.04846308	215257.5494	60250.55414
RHOE_28.30	Neufchâteau (Lac)	0	4.945669749	226271.4108	58908.62328
RHOE_28.31	Rondu (Etang de la ferme du Moulin Rondu)	1	4.186033748	230375.0808	71903.98287
RHOE_28.32	Bastogne (Etang de l'Isle-les-Prés)	0	1.958328545	244442.5415	76265.36778
RHOE_28.33	Assenois	0	NA	NA	NA
RHOE_28.34	Hompré	69839	NA	5.42798724	245322.139
RHOE_28.35	Recogne (Etang de la Ferme Brédau)	1	3.409931203	219193.8908	64655.76201
RHOE_28.37	Grainchamps (6 étangs)	0	3.395296266	232570.2007	91106.7716
RHOE_28.38	Gives / Commune de Bertogne	0	5	241266	85245
RHOE_28.39	Monaville / Commune de Bertogne	0	5	245871	83395
RHOE_28.40	Vaux-Noville / Commune de Bastogne	0	25	248504	86763
RHOE_28.41	Ochamps (Etang de Nargofé)	0	3.510085064	215032.0305	69808.68385
RHOE_28.42	Gennevaux	0	5	235539	56342
RHOE_28.43	Dinez / Commune de Houffalize	1	20	243233	94259
RHOE_28.45	Michamps	0	NA	NA	NA
RHOE_28.46	Nassogne	0	NA	NA	NA
RHOE_28.47	Salvacourt	0	NA	NA	NA
RHOE_28.48	Strainchamps	0	NA	NA	NA
RHOE_28.49	Fagne de Samrée	0	5	242362	117317
RHOE_28.50	Lahérie	0	1	230231	61916
RHOE_28.51	Fagne du Grand Passage (Les Tailles)	1	70.50971934	249441.3179	102933.3899
RHOE_28.52	Neuvillers (prairies humides 4 sites)	0	5	220966	65934
RHOE_28.53	Ronchamps	0	NA	NA	NA
RHOE_28.54	Laval	0	NA	NA	NA
RHOE_28.55	Petites Tailles (Bassins d'orage E25)	0	5	249413	103671
RHOE_28.56	Vaux-sur-Sûre	0	NA	NA	NA
RHOE_28.57	Moircy	0	NA	NA	NA
RHOE_29.01	Habay-la-Neuve (Etang de la Trapperie)	0	13.10005662	240569.7201	47187.7363
RHOE_29.02	Habay-la-Neuve (Etang de Pont d'Oye)	1	2.667150292	243852.4267	48063.95271
RHOE_29.03	Heinsch (Etangs de Bresse)	0	5.246294803	248552.8241	44375.4405
RHOE_29.04	Luxeroth (Etang)	1	6.757594724	250175.9001	48620.08585
RHOE_29.05	Rulles à Tintigny	0	64.70321104	235705.6834	45203.77799
RHOE_29.06	Vance (Etang et marais)	1	140.8581556	245455.3787	41405.21189
RHOE_29.07	Stockem (Pêcherie)	0	52	250980	41117
RHOE_29.08	Etalle (Etang)	1	40	237814	40690
RHOE_29.09	Habay (Etang de Rulles)	0	0.484041598	236395.4902	45987.30495
RHOE_29.10	Habay-la-Neuve (Etang de la Fabrique)	1	14.95170848	244390.1411	48760.46
RHOE_29.11	Sainte-Cécile	0	NA	NA	NA
RHOE_29.12	Semois de Arlon à Tintigny	1	120.8953044	242195.654	41867.22758
RHOE_29.13	Semois de Tintigny à Chassepierre	0	247.3754652	221847.5878	45285.46926
RHOE_29.14	Semois de Chassepierre à Herbeumont	1	57.32549979	214095.8599	48744.66492
RHOE_29.15	Semois de Herbeumont à Dohan	0	128.1241339	209631.1523	53768.26917
RHOE_29.18	Habay-la-Neuve (étang du Châtelet)	0	NA	NA	NA
RHOE_29.19	Hachy (étang Paring)	0	NA	NA	NA
RHOE_30.01	Aubange (Marais de Brühl)	0	20.30185496	254197.8582	28413.08513
RHOE_30.02	Baranzy (Marais de la Cussignière)	0	27.21452331	243667.2692	27550.86915
RHOE_30.03	Battincourt (Etangs de la Batte)	1	3.293280344	250225.1565	31729.20898
RHOE_30.04	Châtillon (Etangs de la Sablière Lannoy)	0	5	246000	35000
RHOE_30.05	Dampicourt (Prairies humides)	0	10	231740	27430
RHOE_30.06	Ethe (Etang de Laclaireau)	1	7.659558865	238987.0984	31920.31967
RHOE_30.07	Ethe (nouvel étang à Hamawée)	0	4.279860572	240627.0179	31561.42132
RHOE_30.08	Ethe (Etangs de Rabais)	0	6.894698332	235769.5249	31172.4209
RHOE_30.09	Gérouville (Etangs de la Soye)	0	2.584400954	226226.879	36618.13819
RHOE_30.10	Latour (Etang)	1	11.34987289	237144.0022	27710.61597
RHOE_30.11	Meix-devant-Virton (Etangs de Berchiwé)	0	8	230519	33693
RHOE_30.12	Meix-devant-Virton (La Chevratte)	1	6	230785	33365
RHOE_30.13	Orval (Etangs)	1	6.837900796	221272.3396	37675.8359
RHOE_30.14	Sterpenich (Bassin d'orage)	0	1.036087504	257837.1082	37120.52931
RHOE_30.15	Ton et Chiers en aval de Virton	0	73.42611286	230970.7846	25397.46652
RHOE_30.16	Signeulx (Etang François)	0	5	241850	27502
RHOE_30.17	Aix-sur-Cloie (Etang)	0	1.588351084	252889.9261	31097.77329
RHOE_30.18	Messancy (Etang)	0	2.977240518	254575.2709	33100.62353
RHOE_30.19	Lamorteau (Etang Radru)	0	0.481548121	231225.926	23824.62207
RHOE_30.20	Hondelange	0	NA	NA	NA
RHOE_30.21	Willancourt	0	3	246083	30566
RHOE_30.22	Barnich	0	2	257104	40199
RHOE_30.24	Athus (Chiers)	0	4.55819715	255797.8542	27924.23025
RHOE_30.25	Gérouville (Etangs de la Platinerie)	0	3.828720528	226239.3008	36019.38377
RHOE_30.26	Saint-Léger	0	NA	NA	NA
RHOE_30.27	Habergy	0	7	249918	34565
RHOE_30.28	Harnoncourt (prairies)	0	NA	NA	NA
RHOE_30.29	Châtillon (Fourneau David)	0	5	246000	35000
RHOE_30.30	La Cawette (Meix-Devant-Virton)	1	1	231213	33540
RHOE_30.31	Bleid	0	NA	NA	NA
RHOE_31.01	Rienne (Etang de Boiron)	1	12.92244679	188371.4137	75606.26215
RHOE_31.02	Semois de Alle à Bohan	1	95.35078703	188699.2576	61971.88337
RHOE_31.03	Etang de Coubry (entre Rienne et Willerzie)	0	NA	NA	NA
RHOE_32.01	Sorée (Etangs)	0	17.55595554	203302.8843	121361.1159
RHOE_32.02	Chevetogne	0	10.53206842	204430.8194	102148.0126
RHOE_32.03	Leignon	0	6.710423632	203539.7363	107110.312
RHOE_32.04	Sovet	0	3.889646649	197499.4226	109020.9828
RHOE_32.05	Emptinne	0	8.88296583	204136.0613	112751.7286
RHOE_32.06	Braibant	0	8.197010967	199858.0363	111469.7919
RHOE_32.07	Vervoz (Etangs)	0	8.974565641	221445.7517	121002.0329
RHOE_32.08	Scy (Etangs)	0	15.47530513	209274.6425	111550.0895
RHOE_32.09	Barvaux-Condroz (Etangs)	0	12.13522137	213871.1078	113375.7687
RHOE_32.10	Sohait-Tinlot (Etangs du Château d'Abée)	0	1.194715346	219775.516	129889.0229
RHOE_32.11	Jannée (Etangs)	0	26.20794475	209424.4927	108028.4087
RHOE_32.12	Taviet-Achêne (Etangs)	0	25.57894511	195980.4114	106750.877
RHOE_32.13	Gramptinne (Etangs)	0	22.36482921	202287.6073	119356.3631
RHOE_32.14	Hoyoux (Etang)	0	1.47944088	215601.3947	121031.7498
RHOE_32.15	Buzin (Etang)	0	0.760738101	214765.0163	116838.1079
RHOE_32.16	Havelange (Etang de Bouillon)	0	3.474424357	214452.1766	119823.2388
RHOE_32.17	Pailhe (Etangs St-Fontaine)	0	10.54017381	212107.1435	122779.289
RHOE_32.18	Soheit-Tinlot (Etang de Saint-Vitu)	0	1.132641495	219808.3525	130980.0514
RHOE_32.19	Nandrin	0	NA	NA	NA
RHOE_32.20	Florée (Etang)	0	2.895198841	200336.7334	118182.2373
RHOE_32.21	Ciney (Carrières Elysée)	0	6.141368324	201477.1581	111321.6273
RHOE_32.22	Mehogne (Etang) / Commune de Somme-Leuze	0	50	210383	108398
RHOE_32.23	Etang d'Arville (Gesves)	0	5	200596	121197
RHOE_32.24	Etang de Tailfer (Maillen)	1	8	192109	119524
RHOE_32.25	Etang de Pourrain (Gesves/Assesse)	0	0.799086843	198321.0059	119970.2573
RHOE_99.01	Haren (Senne Nord)	0	100	151927	175701
RHOE_99.02	Anderlecht (Senne sud)	0	10	146179	168979
RHOE_99.04	Anderlecht - Bassin de Battelage	0	8.394022698	145929.6423	168671.856
RHOE_99.05	Auderghem - Parc Seny	0	2.750051242	154224.1472	166561.5096
